secured_subsidiary_guaranteed,unsecured_subsidiary_guaranteed,unsecured_no_subsidiary_guarantee,gross_debt,net_debt_reported,current_portion_long_term_debt,long_term_debt
3098.0,19674.0,2799.0,25570.0,24889.0,1471.0,23418.0
