revenue,operating_income,depreciation_amortization,interest_expense,cash_from_operations,capital_expenditures,ebitda_proxy,free_cash_flow,ebitda_margin,fcf_margin,ebitda_interest_coverage
27311.0,4464.0,2863.0,1208.0,6794.0,3594.0,7327.0,3200.0,0.26828018014719346,0.11716890630149024,6.065397350993377
